Metin,Normal Metin,Niyet,Kaynak,Bölüm
söyler misin ismin nedir bana,soyler misin ismin nedir bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
yarın güneşli bir gün değil mi,yarin gunesli bir gun degil mi,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
kitap modeli için kaç örnekle eğitildi söyler misin,kitap modeli icin kac ornekle egitildi soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
kitaplar dışında ne biliyorsun,kitaplar disinda ne biliyorsun,BOT_YETENEK,KitapPusula-Final-özel,eğitim
kitap açıklamasından tür tahmin et lütfen,kitap aciklamasindan tur tahmin et lutfen,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
bir tane kısa bir fıkra anlat lütfen,bir tane kisa bir fikra anlat lutfen,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
hukuki tavsiye ver,hukuki tavsiye ver,ALAN_DISI,KitapPusula-Final-özel,eğitim
bostonun şu anki saatini göster,bostonun su anki saatini goster,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
şimdilik ben çıkıyorum KitapPusula,simdilik ben cikiyorum kitappusula,VEDA,KitapPusula-Final-özel,eğitim
beni güldür lütfen,beni guldur lutfen,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
acaba bu projeyi kim hazırladı,acaba bu projeyi kim hazirladi,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu eser kalın mı,bu eser kalin mi,SAYFA_SORUSU,KitapPusula-V6,eğitim
lütfen saati kontrol et,lutfen saati kontrol et,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
kısaca hukuki tavsiye ver istiyorum,kisaca hukuki tavsiye ver istiyorum,ALAN_DISI,KitapPusula-Final-özel,eğitim
pennsylvania için mart ayı ortalama sıcaklığı kaç derece ve son on yılın ortalaması ile karşılaştırıldığında nasıl,pennsylvania icin mart ayi ortalama sicakligi kac derece ve son on yilin ortalamasi ile karsilastirildiginda nasil,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
bana beni güldür olur mu,bana beni guldur olur mu,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
Veba,veba,KITAP_ARAMA,KitapPusula-V6,eğitim
bu eser ne anlatıyor,bu eser ne anlatiyor,OZET_SORUSU,KitapPusula-V6,eğitim
acaba seni kim kodladı lütfen,acaba seni kim kodladi lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
acaba ne zaman doğdun,acaba ne zaman dogdun,BOT_YAS,KitapPusula-Final-özel,eğitim
bu kitap ne kadar uzun,bu kitap ne kadar uzun,SAYFA_SORUSU,KitapPusula-V6,eğitim
doğrudan seni kim geliştirdi bana,dogrudan seni kim gelistirdi bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
açıklar mısın adın ne bana,aciklar misin adin ne bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bana yardım et,bana yardim et,YARDIM,KitapPusula-V6,eğitim
bana konusunu anlat,bana konusunu anlat,OZET_SORUSU,KitapPusula-V6,eğitim
bu kitap kısaca özetle lütfen,bu kitap kisaca ozetle lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
merak ettim karşımda kim var,merak ettim karsimda kim var,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
acaba seni kim yaptı,acaba seni kim yapti,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu projeyi kim hazırladı bana,bu projeyi kim hazirladi bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bana bir web sitesi tasarla,bana bir web sitesi tasarla,ALAN_DISI,KitapPusula-Final-özel,eğitim
m. s. n. haberler,m s n haberler,HABER_SORUSU,MASSIVE-tr-TR,eğitim
lütfen kod yazabilir misin istiyorum,lutfen kod yazabilir misin istiyorum,ALAN_DISI,KitapPusula-Final-özel,eğitim
bir yaşın var mı lütfen,bir yasin var mi lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
hangi şehirde yaşıyorsun lütfen,hangi sehirde yasiyorsun lutfen,BOT_KONUM,KitapPusula-Final-özel,eğitim
kısaca ne işe yarıyorsun anlatır mısın,kisaca ne ise yariyorsun anlatir misin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
sonra konuşuruz,sonra konusuruz,VEDA,KitapPusula-Final-özel,eğitim
söyler misin hangi ülkedesin,soyler misin hangi ulkedesin,BOT_KONUM,KitapPusula-Final-özel,eğitim
bana ne malzemeler olduğunu göster,bana ne malzemeler oldugunu goster,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
pirinç pilavı nasıl pişer olly,pirinc pilavi nasil piser olly,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
şimdilik kendine iyi bak,simdilik kendine iyi bak,VEDA,KitapPusula-Final-özel,eğitim
şu an için istanbul da saati öğrenmem lazım,su an icin istanbul da saati ogrenmem lazim,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
yorumuna göre eserin duygusu nasıl,yorumuna gore eserin duygusu nasil,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
bu eser ana konusu nedir,bu eser ana konusu nedir,OZET_SORUSU,KitapPusula-V6,eğitim
kısaca ne yapabiliyorsun,kisaca ne yapabiliyorsun,YARDIM,KitapPusula-V6,eğitim
on sekizi pazartesi mi pazar mı,on sekizi pazartesi mi pazar mi,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bu kitapta neden böyle davranıyor anlatır mısın,bu kitapta neden boyle davraniyor anlatir misin,OLAY_SORUSU,KitapPusula-V6,eğitim
bu eser kalın mı hatırlatır mısın,bu eser kalin mi hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
bu kitapta başına neler geliyor kısaca söyler misin,bu kitapta basina neler geliyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
yeni kitap sınıflandır,yeni kitap siniflandir,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
açıklar mısın sen kimsin bana,aciklar misin sen kimsin bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
lütfen komik bir şey söyle,lutfen komik bir sey soyle,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
şu an kitaplardan konuşmayı seviyorum aslında,su an kitaplardan konusmayi seviyorum aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
nasıl gidiyor,nasil gidiyor,NASILSIN,KitapPusula-V6,eğitim
bu kitabın hangi yazar yazdı,bu kitabin hangi yazar yazdi,YAZAR_SORUSU,KitapPusula-V6,eğitim
romanda hikâye nasıl bitiyor kısaca söyler misin,romanda hik ye nasil bitiyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
açıkçası konuşacak çok şey var,acikcasi konusacak cok sey var,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
artık kendine iyi bak KitapPusula,artik kendine iyi bak kitappusula,VEDA,KitapPusula-Final-özel,eğitim
iyi akşamlar orada mısın,iyi aksamlar orada misin,SELAMLAMA,KitapPusula-V6,eğitim
bu sene martın dördüncü pazartesi için tarih ne,bu sene martin dorduncu pazartesi icin tarih ne,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bu uygulamayı yapan kim,bu uygulamayi yapan kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
kendini nasıl hissediyorsun bakalım,kendini nasil hissediyorsun bakalim,NASILSIN,KitapPusula-V6,eğitim
haftalık hava durumunu ver,haftalik hava durumunu ver,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
bu sistem bütün kitapları biliyor mu,bu sistem butun kitaplari biliyor mu,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
bu kitabın kim tarafından yazıldı söyler misin,bu kitabin kim tarafindan yazildi soyler misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
finalde ne yaşanıyor,finalde ne yasaniyor,OLAY_SORUSU,KitapPusula-V6,eğitim
açıklar mısın kendini tanıt,aciklar misin kendini tanit,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
günaydın orada mısın,gunaydin orada misin,SELAMLAMA,KitapPusula-V6,eğitim
bilgileri baştan yaz lütfen,bilgileri bastan yaz lutfen,TEKRAR_GOSTER,KitapPusula-V6,eğitim
yardımın işime yaradı KitapPusula,yardimin isime yaradi kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
bir tane kitaplarla ilgili şaka anlat lütfen,bir tane kitaplarla ilgili saka anlat lutfen,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
merak ettim ne zamandır varsın şu anda,merak ettim ne zamandir varsin su anda,BOT_YAS,KitapPusula-Final-özel,eğitim
detayları yeniden göster bir kez daha,detaylari yeniden goster bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
verdiğin cevap için eyvallah KitapPusula,verdigin cevap icin eyvallah kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
bu eserin yazan kişi kim hatırlatır mısın,bu eserin yazan kisi kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
model edebî kategorileri göster,model edeb kategorileri goster,KATEGORI_LISTESI,KitapPusula-V6,eğitim
yerel veri tabanında ne kadar kitap biliyorsun şu anda,yerel veri tabaninda ne kadar kitap biliyorsun su anda,KITAP_SAYISI,KitapPusula-V6,eğitim
yorumuna göre sonun anlamı ne olabilir,yorumuna gore sonun anlami ne olabilir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
bütün bilgileri göster bir kez daha,butun bilgileri goster bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
kaç kitap var,kac kitap var,KITAP_SAYISI,KitapPusula-V6,eğitim
selam KitapPusula,selam kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
girne de saat kaç,girne de saat kac,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bana oyun kodu geliştir,bana oyun kodu gelistir,ALAN_DISI,KitapPusula-Final-özel,eğitim
bu eserin kim kaleme aldı hatırlatır mısın,bu eserin kim kaleme aldi hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
yarın hava nasıl olacak,yarin hava nasil olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
az önceki kitap ne anlatıyor,az onceki kitap ne anlatiyor,OZET_SORUSU,KitapPusula-V6,eğitim
patates püresi tarifi bul,patates puresi tarifi bul,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu eser ana konusu nedir lütfen,bu eser ana konusu nedir lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
bana yarın mumbai hava durumunu göster,bana yarin mumbai hava durumunu goster,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
özelliklerini anlat lütfen,ozelliklerini anlat lutfen,YARDIM,KitapPusula-V6,eğitim
minnettarım,minnettarim,TESEKKUR,KitapPusula-Final-özel,eğitim
selamünaleyküm KitapPusula,selamunaleykum kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
bu eser kaç sayfalık,bu eser kac sayfalik,SAYFA_SORUSU,KitapPusula-V6,eğitim
KitapPusula bütün kitapları biliyor mu şu anda,kitappusula butun kitaplari biliyor mu su anda,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
yorumuna göre verilmek istenen mesaj ne olabilir yorumlar mısın,yorumuna gore verilmek istenen mesaj ne olabilir yorumlar misin,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
hava bu hafta nasıl olacak,hava bu hafta nasil olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
çok cevabın faydalı oldu sana,cok cevabin faydali oldu sana,TESEKKUR,KitapPusula-Final-özel,eğitim
yerel veri tabanında kitap havuzu ne kadar büyük,yerel veri tabaninda kitap havuzu ne kadar buyuk,KITAP_SAYISI,KitapPusula-V6,eğitim
nasıl gidiyor bakalım,nasil gidiyor bakalim,NASILSIN,KitapPusula-V6,eğitim
bu eserin yazarı kim,bu eserin yazari kim,YAZAR_SORUSU,KitapPusula-V6,eğitim
bu kitabın yazarı kim,bu kitabin yazari kim,YAZAR_SORUSU,KitapPusula-V6,eğitim
bu eser türü ne hatırlatır mısın,bu eser turu ne hatirlatir misin,TUR_SORUSU,KitapPusula-V6,eğitim
yeniden selam sana da,yeniden selam sana da,SELAMLAMA,KitapPusula-V6,eğitim
edebî kategorileri göster şu anda,edeb kategorileri goster su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu kitapta baş karakter kimdir,bu kitapta bas karakter kimdir,KARAKTER_SORUSU,KitapPusula-V6,eğitim
bu eserin kim kaleme aldı,bu eserin kim kaleme aldi,YAZAR_SORUSU,KitapPusula-V6,eğitim
bu eserle ilgili biraz daha ayrıntı anlat mümkünse,bu eserle ilgili biraz daha ayrinti anlat mumkunse,DETAY_SORUSU,KitapPusula-V6,eğitim
komutları göster anlatır mısın,komutlari goster anlatir misin,YARDIM,KitapPusula-V6,eğitim
sınıflandırma etiketlerini göster,siniflandirma etiketlerini goster,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bana nasıl yardım edersin anlatır mısın,bana nasil yardim edersin anlatir misin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bugün hava nasıl olacak,bugun hava nasil olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
kaç kayıt tutuluyor söyler misin,kac kayit tutuluyor soyler misin,KITAP_SAYISI,KitapPusula-V6,eğitim
kitabın ismini hatırlat,kitabin ismini hatirlat,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
sistemde kaç kitap var söyler misin,sistemde kac kitap var soyler misin,KITAP_SAYISI,KitapPusula-V6,eğitim
bana şaka yap,bana saka yap,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
yerel veri tabanında kaç kitap var şu anda,yerel veri tabaninda kac kitap var su anda,KITAP_SAYISI,KitapPusula-V6,eğitim
bu kitapta hangi maceralar yaşanıyor kısaca söyler misin,bu kitapta hangi maceralar yasaniyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
kısaca hangi konularda yardımcı olursun lütfen,kisaca hangi konularda yardimci olursun lutfen,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bugün sohbetimiz güzel gidiyor,bugun sohbetimiz guzel gidiyor,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
modelle yeni tahmin yap,modelle yeni tahmin yap,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
şu anda doğum tarihin ne,su anda dogum tarihin ne,BOT_YAS,KitapPusula-Final-özel,eğitim
bu eser ne anlatıyor lütfen,bu eser ne anlatiyor lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
bugün konuşacak çok şey var şimdi,bugun konusacak cok sey var simdi,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
söyler misin nerede bulunuyorsun şu anda,soyler misin nerede bulunuyorsun su anda,BOT_KONUM,KitapPusula-Final-özel,eğitim
iyi misin söyler misin,iyi misin soyler misin,NASILSIN,KitapPusula-V6,eğitim
sen veri setinde olmayan kitabı bulabilir mi şu anda,sen veri setinde olmayan kitabi bulabilir mi su anda,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
iskenderun hatay da saat kaç,iskenderun hatay da saat kac,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
az önceki kitap için biraz daha ayrıntı anlat,az onceki kitap icin biraz daha ayrinti anlat,DETAY_SORUSU,KitapPusula-V6,eğitim
sanırım bir şeyler paylaşmak istiyorum şimdi,sanirim bir seyler paylasmak istiyorum simdi,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
bu kitabın kim kaleme aldı,bu kitabin kim kaleme aldi,YAZAR_SORUSU,KitapPusula-V6,eğitim
bugün nasılsın bakalım,bugun nasilsin bakalim,NASILSIN,KitapPusula-V6,eğitim
kaç kayıt tutuluyor,kac kayit tutuluyor,KITAP_SAYISI,KitapPusula-V6,eğitim
kaç tür tanıyor şu anda,kac tur taniyor su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
hey KitapPusula,hey kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
sınıflandırıcı hangi kitap türlerini ayırıyor,siniflandirici hangi kitap turlerini ayiriyor,KATEGORI_LISTESI,KitapPusula-V6,eğitim
yorumuna göre yazar bunu neden yazmış olabilir kısaca değerlendir,yorumuna gore yazar bunu neden yazmis olabilir kisaca degerlendir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
bu kitabın yazan kişi kim hatırlatır mısın,bu kitabin yazan kisi kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
kitap bilgisini yinele bir kez daha,kitap bilgisini yinele bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
Da Vinci Şifresi,da vinci sifresi,KITAP_ARAMA,KitapPusula-V6,eğitim
şimdi bir şemsiye almam gerekiyor mu,simdi bir semsiye almam gerekiyor mu,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
bu kitap kalın mı hatırlatır mısın,bu kitap kalin mi hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
afyon için hava durumunu öğrenmek istiyorum,afyon icin hava durumunu ogrenmek istiyorum,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
seçtiğimiz kitabın adı ne söyler misin,sectigimiz kitabin adi ne soyler misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
biraz mizah yap,biraz mizah yap,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
kullanım seçeneklerini ver anlatır mısın,kullanim seceneklerini ver anlatir misin,YARDIM,KitapPusula-V6,eğitim
söyler misin hangi sistemsin,soyler misin hangi sistemsin,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
önümüzdeki hafta ankara için havanın nasıl olacağını söyle lütfen,onumuzdeki hafta ankara icin havanin nasil olacagini soyle lutfen,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
söyler misin ne zaman doğdun,soyler misin ne zaman dogdun,BOT_YAS,KitapPusula-Final-özel,eğitim
kitap modeli için macro f1 kaç söyler misin,kitap modeli icin macro f1 kac soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
bugün dünyada neler oldu özetler misin,bugun dunyada neler oldu ozetler misin,HABER_SORUSU,KitapPusula-Final-özel,eğitim
yorumuna göre sonun anlamı ne olabilir yorumlar mısın,yorumuna gore sonun anlami ne olabilir yorumlar misin,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
biraz önce hangi kitabı konuşuyoruz,biraz once hangi kitabi konusuyoruz,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
kısaca nereden başlamalıyım,kisaca nereden baslamaliyim,YARDIM,KitapPusula-V6,eğitim
hangi türleri biliyor şu anda,hangi turleri biliyor su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu romanda kahramanın adı ne,bu romanda kahramanin adi ne,KARAKTER_SORUSU,KitapPusula-V6,eğitim
yardımın için teşekkür ederim sana,yardimin icin tesekkur ederim sana,TESEKKUR,KitapPusula-Final-özel,eğitim
merhabalar sana da,merhabalar sana da,SELAMLAMA,KitapPusula-V6,eğitim
sistemde kaç kitabı arayabiliyorsun,sistemde kac kitabi arayabiliyorsun,KITAP_SAYISI,KitapPusula-V6,eğitim
bu kitap hacmi ne kadar hatırlatır mısın,bu kitap hacmi ne kadar hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
merak ettim hangi görevleri yaparsın,merak ettim hangi gorevleri yaparsin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
şimdi bana kütahyadaki saati söyle,simdi bana kutahyadaki saati soyle,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bugün izmir'de hava nasıl olacak,bugun izmir de hava nasil olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
modelle yeni kitap sınıflandır,modelle yeni kitap siniflandir,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
bu kitapta başına neler geliyor,bu kitapta basina neler geliyor,OLAY_SORUSU,KitapPusula-V6,eğitim
sahibin kim,sahibin kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu eserin müellifi kim hatırlatır mısın,bu eserin muellifi kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
bu eserin sahibi hangi yazar,bu eserin sahibi hangi yazar,YAZAR_SORUSU,KitapPusula-V6,eğitim
merak ettim geliştiricin kim lütfen,merak ettim gelistiricin kim lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
çok yardımcı oldun KitapPusula,cok yardimci oldun kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
bilinmeyen kitabın türünü belirle başlat,bilinmeyen kitabin turunu belirle baslat,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
sınıflandırıcı hangi kitap türlerini ayırıyor söyler misin,siniflandirici hangi kitap turlerini ayiriyor soyler misin,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu kitap hakkında daha fazla detay ver lütfen,bu kitap hakkinda daha fazla detay ver lutfen,DETAY_SORUSU,KitapPusula-V6,eğitim
yeniden selam KitapPusula,yeniden selam kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
nasılsın bakalım,nasilsin bakalim,NASILSIN,KitapPusula-V6,eğitim
şu anda bir yaşın var mı şu anda,su anda bir yasin var mi su anda,BOT_YAS,KitapPusula-Final-özel,eğitim
söyler misin genç misin şu anda,soyler misin genc misin su anda,BOT_YAS,KitapPusula-Final-özel,eğitim
şu an hangi gelişmeler var söyler misin,su an hangi gelismeler var soyler misin,HABER_SORUSU,KitapPusula-Final-özel,eğitim
söyler misin bu uygulamayı yapan kim bana,soyler misin bu uygulamayi yapan kim bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu sistem veri setinde olmayan kitabı bulabilir mi şu anda,bu sistem veri setinde olmayan kitabi bulabilir mi su anda,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
söyler misin hangi şehirde yaşıyorsun lütfen,soyler misin hangi sehirde yasiyorsun lutfen,BOT_KONUM,KitapPusula-Final-özel,eğitim
detayları yeniden göster lütfen,detaylari yeniden goster lutfen,TEKRAR_GOSTER,KitapPusula-V6,eğitim
romanda kahraman neden yola çıkıyor anlatır mısın,romanda kahraman neden yola cikiyor anlatir misin,OLAY_SORUSU,KitapPusula-V6,eğitim
söyler misin bir adresin var mı,soyler misin bir adresin var mi,BOT_KONUM,KitapPusula-Final-özel,eğitim
günaydın KitapPusula,gunaydin kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
az önce son kitap hangisiydi hatırlatır mısın,az once son kitap hangisiydi hatirlatir misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
bu kitap hakkında daha fazla detay ver,bu kitap hakkinda daha fazla detay ver,DETAY_SORUSU,KitapPusula-V6,eğitim
Yeraltından Notlar,yeraltindan notlar,KITAP_ARAMA,KitapPusula-V6,eğitim
bu eser kısa özetini ver,bu eser kisa ozetini ver,OZET_SORUSU,KitapPusula-V6,eğitim
yerel veri tabanında kitap havuzu ne kadar büyük şu anda,yerel veri tabaninda kitap havuzu ne kadar buyuk su anda,KITAP_SAYISI,KitapPusula-V6,eğitim
merak ettim sen nesin lütfen,merak ettim sen nesin lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bu romanda başkahraman kim hatırlatır mısın,bu romanda baskahraman kim hatirlatir misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
lütfen yazar tür sayfa ve özeti söyle bir kez daha,lutfen yazar tur sayfa ve ozeti soyle bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
